participant_id,trial_index,choice,choice_B,problem_id,lottery_A,lottery_B,probabilities_A,outcomes_A,probabilities_B,outcomes_B
P008,8,A,0,problem4116,7 for sure,75% chance of -1; 12.5% chance of 42; 6.25% chance of 40; 3.125% chance of 36; 1.5625% chance of 28; 0.78125% chance of 12; 0.78125% chance of -20,[1.0],[7.0],"[0.75, 0.125, 0.0625, 0.03125, 0.015625, 0.0078125, 0.0078125]","[-1.0, 42.0, 40.0, 36.0, 28.0, 12.0, -20.0]"
P008,9,B,1,problem4881,80% chance of -6; 20% chance of 73,40% chance of 14; 60% chance of 1,"[0.8, 0.2]","[-6.0, 73.0]","[0.4, 0.6]","[14.0, 1.0]"
P008,10,B,1,problem10604,40% chance of -31; 60% chance of 9,1 for sure,"[0.4, 0.6]","[-31.0, 9.0]",[1.0],[1.0]
P008,11,A,0,problem5210,5% chance of 102; 95% chance of 20,60% chance of 14; 1.25% chance of 16.5; 6.25% chance of 17.5; 12.5% chance of 18.5; 12.5% chance of 19.5; 6.25% chance of 20.5; 1.25% chance of 21.5,"[0.05, 0.95]","[102.0, 20.0]","[0.6, 0.0125, 0.0625, 0.125, 0.125, 0.0625, 0.0125]","[14.0, 16.5, 17.5, 18.5, 19.5, 20.5, 21.5]"
P008,12,B,1,problem13441,20% chance of 72; 80% chance of 9,60% chance of 24; 20% chance of 37.5; 20% chance of 38.5,"[0.2, 0.8]","[72.0, 9.0]","[0.6, 0.2, 0.2]","[24.0, 37.5, 38.5]"
P008,13,A,0,problem8914,16 for sure,40% chance of -16; 0.46875% chance of 46.5; 3.28125% chance of 47.5; 9.84375% chance of 48.5; 16.4062% chance of 49.5; 16.4062% chance of 50.5; 9.84375% chance of 51.5; 3.28125% chance of 52.5; 0.46875% chance of 53.5,[1.0],[16.0],"[0.4, 0.0046875, 0.0328125, 0.0984375, 0.1640625, 0.1640625, 0.0984375, 0.0328125, 0.0046875]","[-16.0, 46.5, 47.5, 48.5, 49.5, 50.5, 51.5, 52.5, 53.5]"
P008,14,B,1,problem11297,10% chance of 0; 45% chance of 7; 45% chance of 9,9 for sure,"[0.1, 0.45, 0.45]","[0.0, 7.0, 9.0]",[1.0],[9.0]
P008,15,A,0,problem5568,28 for sure,75% chance of 23; 25% chance of 27,[1.0],[28.0],"[0.75, 0.25]","[23.0, 27.0]"
P008,16,A,0,problem6184,7 for sure,99% chance of 9; 1% chance of 45,[1.0],[7.0],"[0.99, 0.01]","[9.0, 45.0]"
P008,17,B,1,problem13075,17 for sure,90% chance of 7; 10% chance of 39,[1.0],[17.0],"[0.9, 0.1]","[7.0, 39.0]"
P008,18,A,0,problem3990,20 for sure,50% chance of -39; 50% chance of 78,[1.0],[20.0],"[0.5, 0.5]","[-39.0, 78.0]"
P008,19,B,1,problem9840,60% chance of -35; 40% chance of 35,75% chance of 2; 25% chance of -42,"[0.6, 0.4]","[-35.0, 35.0]","[0.75, 0.25]","[2.0, -42.0]"
P008,20,B,1,problem95,50% chance of -3; 6.25% chance of 28.5; 18.75% chance of 29.5; 18.75% chance of 30.5; 6.25% chance of 31.5,60% chance of 10; 40% chance of 7,"[0.5, 0.0625, 0.1875, 0.1875, 0.0625]","[-3.0, 28.5, 29.5, 30.5, 31.5]","[0.6, 0.4]","[10.0, 7.0]"
P008,21,B,1,problem6565,80% chance of 18; 20% chance of 15,10% chance of 1; 0.70312% chance of 18.5; 4.92188% chance of 19.5; 14.7656% chance of 20.5; 24.6094% chance of 21.5; 24.6094% chance of 22.5; 14.7656% chance of 23.5; 4.92188% chance of 24.5; 0.70312% chance of 25.5,"[0.8, 0.2]","[18.0, 15.0]","[0.1, 0.0070312, 0.0492188, 0.1476563, 0.24609380000000003, 0.24609380000000003, 0.1476563, 0.0492188, 0.0070312]","[1.0, 18.5, 19.5, 20.5, 21.5, 22.5, 23.5, 24.5, 25.5]"
P008,22,A,0,problem13243,23 for sure,75% chance of 18; 25% chance of 70,[1.0],[23.0],"[0.75, 0.25]","[18.0, 70.0]"
P008,23,B,1,problem1327,60% chance of 30; 40% chance of 23,5% chance of 31; 95% chance of 42,"[0.6, 0.4]","[30.0, 23.0]","[0.05, 0.95]","[31.0, 42.0]"
P008,24,B,1,problem9334,75% chance of -28; 12.5% chance of 93.5; 12.5% chance of 94.5,60% chance of 5; 40% chance of 0,"[0.75, 0.125, 0.125]","[-28.0, 93.5, 94.5]","[0.6, 0.4]","[5.0, 0.0]"
P008,25,A,0,problem13120,1 for sure,20% chance of -44; 80% chance of 9,[1.0],[1.0],"[0.2, 0.8]","[-44.0, 9.0]"
P008,26,A,0,problem295,40% chance of 9; 30% chance of 17.5; 30% chance of 18.5,14 for sure,"[0.4, 0.3, 0.3]","[9.0, 17.5, 18.5]",[1.0],[14.0]
P008,27,A,0,problem3254,25% chance of 61; 75% chance of 6,75% chance of 1; 25% chance of 57,"[0.25, 0.75]","[61.0, 6.0]","[0.75, 0.25]","[1.0, 57.0]"
P008,28,B,1,problem8891,9 for sure,95% chance of 6; 5% chance of 15,[1.0],[9.0],"[0.95, 0.05]","[6.0, 15.0]"
P008,29,A,0,problem7654,12 for sure,99% chance of 5; 1% chance of 28,[1.0],[12.0],"[0.99, 0.01]","[5.0, 28.0]"
P008,30,B,1,problem572,26 for sure,95% chance of 21; 2.5% chance of 98.5; 2.5% chance of 99.5,[1.0],[26.0],"[0.95, 0.025, 0.025]","[21.0, 98.5, 99.5]"
P008,31,B,1,problem11990,95% chance of -15; 5% chance of 31,-6 for sure,"[0.95, 0.05]","[-15.0, 31.0]",[1.0],[-6.0]
P008,32,B,1,problem10535,50% chance of 60; 50% chance of -22,25% chance of 0; 37.5% chance of 22; 18.75% chance of 20; 9.375% chance of 16; 4.6875% chance of 8; 4.6875% chance of -8,"[0.5, 0.5]","[60.0, -22.0]","[0.25, 0.375, 0.1875, 0.09375, 0.046875, 0.046875]","[0.0, 22.0, 20.0, 16.0, 8.0, -8.0]"
P008,33,B,1,problem1598,90% chance of 17; 10% chance of -4,95% chance of 18; 0.03906% chance of 56.5; 0.27344% chance of 57.5; 0.82031% chance of 58.5; 1.36719% chance of 59.5; 1.36719% chance of 60.5; 0.82031% chance of 61.5; 0.27344% chance of 62.5; 0.03906% chance of 63.5,"[0.9, 0.1]","[17.0, -4.0]","[0.95, 0.00039059999999999995, 0.0027344, 0.0082031, 0.013671899999999999, 0.013671899999999999, 0.0082031, 0.0027344, 0.00039059999999999995]","[18.0, 56.5, 57.5, 58.5, 59.5, 60.5, 61.5, 62.5, 63.5]"
P008,34,A,0,problem14170,13 for sure,50% chance of 0; 25% chance of 22; 12.5% chance of 20; 6.25% chance of 16; 3.125% chance of 8; 3.125% chance of -8,[1.0],[13.0],"[0.5, 0.25, 0.125, 0.0625, 0.03125, 0.03125]","[0.0, 22.0, 20.0, 16.0, 8.0, -8.0]"
P008,35,A,0,problem11758,80% chance of 29; 20% chance of 44,95% chance of 29; 5% chance of 27,"[0.8, 0.2]","[29.0, 44.0]","[0.95, 0.05]","[29.0, 27.0]"
P008,36,B,1,problem1217,5% chance of 2; 95% chance of 23,5% chance of 117; 95% chance of 17,"[0.05, 0.95]","[2.0, 23.0]","[0.05, 0.95]","[117.0, 17.0]"
P008,37,A,0,problem13743,18 for sure,75% chance of 5; 25% chance of 82,[1.0],[18.0],"[0.75, 0.25]","[5.0, 82.0]"
P008,38,A,0,problem11228,50% chance of 7; 50% chance of 36,5% chance of 74; 95% chance of 14,"[0.5, 0.5]","[7.0, 36.0]","[0.05, 0.95]","[74.0, 14.0]"
P008,39,A,0,problem7925,40% chance of 11; 60% chance of 8,9 for sure,"[0.4, 0.6]","[11.0, 8.0]",[1.0],[9.0]
P008,40,B,1,problem12932,90% chance of 11; 10% chance of 65,21 for sure,"[0.9, 0.1]","[11.0, 65.0]",[1.0],[21.0]
P009,1,A,0,problem10607,95% chance of 21; 5% chance of 23,1% chance of 43; 99% chance of 15,"[0.95, 0.05]","[21.0, 23.0]","[0.01, 0.99]","[43.0, 15.0]"
P009,2,B,1,problem14489,29 for sure,95% chance of 34; 0.625% chance of 45.5; 1.875% chance of 46.5; 1.875% chance of 47.5; 0.625% chance of 48.5,[1.0],[29.0],"[0.95, 0.00625, 0.01875, 0.01875, 0.00625]","[34.0, 45.5, 46.5, 47.5, 48.5]"
P009,3,A,0,problem4334,25% chance of -5; 75% chance of -8,75% chance of -22; 25% chance of 57,"[0.25, 0.75]","[-5.0, -8.0]","[0.75, 0.25]","[-22.0, 57.0]"
P009,4,A,0,problem3569,1% chance of 28; 99% chance of -3,99% chance of -5; 0.5% chance of 22; 0.25% chance of 20; 0.125% chance of 16; 0.125% chance of 8,"[0.01, 0.99]","[28.0, -3.0]","[0.99, 0.005, 0.0025, 0.00125, 0.00125]","[-5.0, 22.0, 20.0, 16.0, 8.0]"
P009,5,A,0,problem6472,1% chance of 19; 49.5% chance of 24; 24.75% chance of 26; 12.375% chance of 30; 12.375% chance of 38,17 for sure,"[0.01, 0.495, 0.2475, 0.12375, 0.12375]","[19.0, 24.0, 26.0, 30.0, 38.0]",[1.0],[17.0]
P009,6,A,0,problem9002,1 for sure,25% chance of -6; 75% chance of 8,[1.0],[1.0],"[0.25, 0.75]","[-6.0, 8.0]"
P009,7,B,1,problem3104,19 for sure,50% chance of 30; 50% chance of 33,[1.0],[19.0],"[0.5, 0.5]","[30.0, 33.0]"
P009,8,A,0,problem8601,99% chance of 38; 0.5% chance of 87.5; 0.5% chance of 88.5,27 for sure,"[0.99, 0.005, 0.005]","[38.0, 87.5, 88.5]",[1.0],[27.0]
P009,9,A,0,problem5801,12 for sure,80% chance of 9; 20% chance of 12,[1.0],[12.0],"[0.8, 0.2]","[9.0, 12.0]"
P009,10,A,0,problem14241,0 for sure,75% chance of -23; 25% chance of 83,[1.0],[0.0],"[0.75, 0.25]","[-23.0, 83.0]"
P009,11,A,0,problem705,90% chance of 13; 5% chance of 18; 5% chance of 16,6 for sure,"[0.9, 0.05, 0.05]","[13.0, 18.0, 16.0]",[1.0],[6.0]
P009,12,A,0,problem13532,80% chance of 23; 20% chance of 27,21 for sure,"[0.8, 0.2]","[23.0, 27.0]",[1.0],[21.0]
P009,13,A,0,problem9706,90% chance of 22; 10% chance of 12,80% chance of 12; 10% chance of 52; 5% chance of 54; 2.5% chance of 58; 1.25% chance of 66; 0.625% chance of 82; 0.625% chance of 114,"[0.9, 0.1]","[22.0, 12.0]","[0.8, 0.1, 0.05, 0.025, 0.0125, 0.00625, 0.00625]","[12.0, 52.0, 54.0, 58.0, 66.0, 82.0, 114.0]"
P009,14,B,1,problem6635,10% chance of -1; 90% chance of 7,10 for sure,"[0.1, 0.9]","[-1.0, 7.0]",[1.0],[10.0]
P009,15,A,0,problem1746,-1 for sure,90% chance of -21; 10% chance of 98,[1.0],[-1.0],"[0.9, 0.1]","[-21.0, 98.0]"
P009,16,B,1,problem9694,95% chance of 1; 5% chance of 51,1% chance of 71; 99% chance of 9,"[0.95, 0.05]","[1.0, 51.0]","[0.01, 0.99]","[71.0, 9.0]"
P009,17,B,1,problem12320,60% chance of 0; 20% chance of -1; 10% chance of 1; 5% chance of 5; 2.5% chance of 13; 1.25% chance of 29; 0.625% chance of 61; 0.625% chance of 125,99% chance of 9; 1% chance of -40,"[0.6, 0.2, 0.1, 0.05, 0.025, 0.0125, 0.00625, 0.00625]","[0.0, -1.0, 1.0, 5.0, 13.0, 29.0, 61.0, 125.0]","[0.99, 0.01]","[9.0, -40.0]"
P009,18,A,0,problem5381,3 for sure,20% chance of -5; 10% chance of 5.5; 30% chance of 6.5; 30% chance of 7.5; 10% chance of 8.5,[1.0],[3.0],"[0.2, 0.1, 0.3, 0.3, 0.1]","[-5.0, 5.5, 6.5, 7.5, 8.5]"
P009,19,A,0,problem212,30 for sure,25% chance of 4; 75% chance of 40,[1.0],[30.0],"[0.25, 0.75]","[4.0, 40.0]"
P009,20,A,0,problem5240,40% chance of 25; 60% chance of -18,90% chance of -9; 10% chance of 11,"[0.4, 0.6]","[25.0, -18.0]","[0.9, 0.1]","[-9.0, 11.0]"
P009,21,B,1,problem13032,80% chance of 29; 20% chance of 19,90% chance of 22; 10% chance of 82,"[0.8, 0.2]","[29.0, 19.0]","[0.9, 0.1]","[22.0, 82.0]"
P009,22,A,0,problem3102,5% chance of 17; 95% chance of 28,60% chance of 27; 40% chance of 20,"[0.05, 0.95]","[17.0, 28.0]","[0.6, 0.4]","[27.0, 20.0]"
P009,23,B,1,problem6265,40% chance of 11; 60% chance of 51,29 for sure,"[0.4, 0.6]","[11.0, 51.0]",[1.0],[29.0]
P009,24,A,0,problem9102,25% chance of 12; 37.5% chance of 34; 18.75% chance of 32; 9.375% chance of 28; 4.6875% chance of 20; 2.34375% chance of 4; 2.34375% chance of -28,60% chance of 49; 40% chance of -13,"[0.25, 0.375, 0.1875, 0.09375, 0.046875, 0.0234375, 0.0234375]","[12.0, 34.0, 32.0, 28.0, 20.0, 4.0, -28.0]","[0.6, 0.4]","[49.0, -13.0]"
P009,25,A,0,problem11676,25% chance of -9; 2.34375% chance of 12.5; 11.7188% chance of 13.5; 23.4375% chance of 14.5; 23.4375% chance of 15.5; 11.7188% chance of 16.5; 2.34375% chance of 17.5,1 for sure,"[0.25, 0.0234375, 0.1171875, 0.234375, 0.234375, 0.1171875, 0.0234375]","[-9.0, 12.5, 13.5, 14.5, 15.5, 16.5, 17.5]",[1.0],[1.0]
P009,26,B,1,problem7843,25% chance of 101; 75% chance of -6,20% chance of -7; 80% chance of 30,"[0.25, 0.75]","[101.0, -6.0]","[0.2, 0.8]","[-7.0, 30.0]"
P009,27,A,0,problem4034,5% chance of 25; 95% chance of 20,75% chance of -13; 25% chance of 82,"[0.05, 0.95]","[25.0, 20.0]","[0.75, 0.25]","[-13.0, 82.0]"
P009,28,A,0,problem7237,19 for sure,40% chance of -13; 7.5% chance of 49.5; 22.5% chance of 50.5; 22.5% chance of 51.5; 7.5% chance of 52.5,[1.0],[19.0],"[0.4, 0.075, 0.225, 0.225, 0.075]","[-13.0, 49.5, 50.5, 51.5, 52.5]"
P009,29,B,1,problem6201,95% chance of 20; 5% chance of -2,10% chance of 15; 90% chance of 27,"[0.95, 0.05]","[20.0, -2.0]","[0.1, 0.9]","[15.0, 27.0]"
P009,30,B,1,problem14123,13 for sure,90% chance of 11; 10% chance of 51,[1.0],[13.0],"[0.9, 0.1]","[11.0, 51.0]"
P009,31,A,0,problem12031,90% chance of 20; 10% chance of 54,20 for sure,"[0.9, 0.1]","[20.0, 54.0]",[1.0],[20.0]
P009,32,B,1,problem5316,75% chance of -1; 12.5% chance of 24; 12.5% chance of 26,5 for sure,"[0.75, 0.125, 0.125]","[-1.0, 24.0, 26.0]",[1.0],[5.0]
P009,33,A,0,problem11521,50% chance of -32; 0.39062% chance of 9.5; 2.73438% chance of 10.5; 8.20312% chance of 11.5; 13.6719% chance of 12.5; 13.6719% chance of 13.5; 8.20312% chance of 14.5; 2.73438% chance of 15.5; 0.39062% chance of 16.5,80% chance of 4; 20% chance of -46,"[0.5, 0.0039062000000000003, 0.027343799999999998, 0.0820312, 0.1367188, 0.1367188, 0.0820312, 0.027343799999999998, 0.0039062000000000003]","[-32.0, 9.5, 10.5, 11.5, 12.5, 13.5, 14.5, 15.5, 16.5]","[0.8, 0.2]","[4.0, -46.0]"
P009,34,B,1,problem12818,25% chance of 97; 75% chance of -16,90% chance of 14; 1.25% chance of 47.5; 3.75% chance of 48.5; 3.75% chance of 49.5; 1.25% chance of 50.5,"[0.25, 0.75]","[97.0, -16.0]","[0.9, 0.0125, 0.0375, 0.0375, 0.0125]","[14.0, 47.5, 48.5, 49.5, 50.5]"
P009,35,A,0,problem2269,90% chance of 25; 10% chance of 58,10% chance of 32; 90% chance of 22,"[0.9, 0.1]","[25.0, 58.0]","[0.1, 0.9]","[32.0, 22.0]"
P009,36,A,0,problem13945,95% chance of 12; 0.03906% chance of 9.5; 0.27344% chance of 10.5; 0.82031% chance of 11.5; 1.36719% chance of 12.5; 1.36719% chance of 13.5; 0.82031% chance of 14.5; 0.27344% chance of 15.5; 0.03906% chance of 16.5,3 for sure,"[0.95, 0.00039059999999999995, 0.0027344, 0.0082031, 0.013671899999999999, 0.013671899999999999, 0.0082031, 0.0027344, 0.00039059999999999995]","[12.0, 9.5, 10.5, 11.5, 12.5, 13.5, 14.5, 15.5, 16.5]",[1.0],[3.0]
P009,37,A,0,problem4897,1% chance of 14; 99% chance of -8,95% chance of -11; 5% chance of 64,"[0.01, 0.99]","[14.0, -8.0]","[0.95, 0.05]","[-11.0, 64.0]"
P009,38,B,1,problem2581,80% chance of 40; 20% chance of -30,1% chance of -6; 49.5% chance of 32; 49.5% chance of 30,"[0.8, 0.2]","[40.0, -30.0]","[0.01, 0.495, 0.495]","[-6.0, 32.0, 30.0]"
P009,39,B,1,problem1008,10% chance of -30; 90% chance of 5,99% chance of -3; 1% chance of -35,"[0.1, 0.9]","[-30.0, 5.0]","[0.99, 0.01]","[-3.0, -35.0]"
P009,40,A,0,problem6768,27 for sure,95% chance of 21; 5% chance of 61,[1.0],[27.0],"[0.95, 0.05]","[21.0, 61.0]"
P010,1,A,0,problem3820,50% chance of 8; 50% chance of 60,22 for sure,"[0.5, 0.5]","[8.0, 60.0]",[1.0],[22.0]
P010,2,B,1,problem8053,8 for sure,60% chance of -31; 20% chance of 52; 20% chance of 54,[1.0],[8.0],"[0.6, 0.2, 0.2]","[-31.0, 52.0, 54.0]"
P010,3,A,0,problem1409,25% chance of -17; 75% chance of 1,-7 for sure,"[0.25, 0.75]","[-17.0, 1.0]",[1.0],[-7.0]
P010,4,B,1,problem948,13 for sure,99% chance of 12; 1% chance of 30,[1.0],[13.0],"[0.99, 0.01]","[12.0, 30.0]"
P010,5,B,1,problem11979,60% chance of -20; 40% chance of 23,8 for sure,"[0.6, 0.4]","[-20.0, 23.0]",[1.0],[8.0]
P010,6,B,1,problem13265,50% chance of 54; 50% chance of -12,90% chance of 19; 5% chance of 20; 5% chance of 22,"[0.5, 0.5]","[54.0, -12.0]","[0.9, 0.05, 0.05]","[19.0, 20.0, 22.0]"
P010,7,B,1,problem10705,75% chance of -6; 25% chance of -5,20% chance of 59; 80% chance of -26,"[0.75, 0.25]","[-6.0, -5.0]","[0.2, 0.8]","[59.0, -26.0]"
P010,8,B,1,problem6832,90% chance of -12; 10% chance of 37,4 for sure,"[0.9, 0.1]","[-12.0, 37.0]",[1.0],[4.0]
P010,9,B,1,problem2927,90% chance of 1; 10% chance of -25,5% chance of -39; 2.96875% chance of -0.5; 14.8438% chance of 0.5; 29.6875% chance of 1.5; 29.6875% chance of 2.5; 14.8438% chance of 3.5; 2.96875% chance of 4.5,"[0.9, 0.1]","[1.0, -25.0]","[0.05, 0.0296875, 0.1484375, 0.296875, 0.296875, 0.1484375, 0.0296875]","[-39.0, -0.5, 0.5, 1.5, 2.5, 3.5, 4.5]"
P010,10,A,0,problem7423,3 for sure,80% chance of -7; 10% chance of 21; 5% chance of 23; 2.5% chance of 27; 1.25% chance of 35; 0.625% chance of 51; 0.3125% chance of 83; 0.3125% chance of 147,[1.0],[3.0],"[0.8, 0.1, 0.05, 0.025, 0.0125, 0.00625, 0.003125, 0.003125]","[-7.0, 21.0, 23.0, 27.0, 35.0, 51.0, 83.0, 147.0]"
P010,11,A,0,problem1298,50% chance of 4; 50% chance of -14,-5 for sure,"[0.5, 0.5]","[4.0, -14.0]",[1.0],[-5.0]
P010,12,A,0,problem861,0 for sure,99% chance of -4; 1% chance of 92,[1.0],[0.0],"[0.99, 0.01]","[-4.0, 92.0]"
P010,13,B,1,problem7711,-7 for sure,25% chance of -12; 75% chance of -4,[1.0],[-7.0],"[0.25, 0.75]","[-12.0, -4.0]"
P010,14,A,0,problem1825,95% chance of 10; 5% chance of 38,40% chance of 54; 60% chance of -16,"[0.95, 0.05]","[10.0, 38.0]","[0.4, 0.6]","[54.0, -16.0]"
P010,15,B,1,problem5989,99% chance of 25; 1% chance of 66,25% chance of 58; 75% chance of 10,"[0.99, 0.01]","[25.0, 66.0]","[0.25, 0.75]","[58.0, 10.0]"
P010,16,A,0,problem768,5% chance of -30; 47.5% chance of 14; 23.75% chance of 16; 11.875% chance of 20; 5.9375% chance of 28; 5.9375% chance of 44,0 for sure,"[0.05, 0.475, 0.2375, 0.11875, 0.059375, 0.059375]","[-30.0, 14.0, 16.0, 20.0, 28.0, 44.0]",[1.0],[0.0]
P010,17,B,1,problem7592,-9 for sure,75% chance of -31; 12.5% chance of 68.5; 12.5% chance of 69.5,[1.0],[-9.0],"[0.75, 0.125, 0.125]","[-31.0, 68.5, 69.5]"
P010,18,B,1,problem10963,-4 for sure,90% chance of -10; 5% chance of 27.5; 5% chance of 28.5,[1.0],[-4.0],"[0.9, 0.05, 0.05]","[-10.0, 27.5, 28.5]"
P010,19,A,0,problem11848,50% chance of 35; 50% chance of 17,50% chance of -30; 50% chance of 81,"[0.5, 0.5]","[35.0, 17.0]","[0.5, 0.5]","[-30.0, 81.0]"
P010,20,A,0,problem8519,0.78125% chance of -12.5; 5.46875% chance of -11.5; 16.4062% chance of -10.5; 27.3438% chance of -9.5; 27.3438% chance of -8.5; 16.4062% chance of -7.5; 5.46875% chance of -6.5; 0.78125% chance of -5.5,25% chance of -6; 75% chance of -10,"[0.0078125, 0.0546875, 0.1640625, 0.2734375, 0.2734375, 0.1640625, 0.0546875, 0.0078125]","[-12.5, -11.5, -10.5, -9.5, -8.5, -7.5, -6.5, -5.5]","[0.25, 0.75]","[-6.0, -10.0]"
P010,21,B,1,problem5546,25% chance of -2; 75% chance of 10,8 for sure,"[0.25, 0.75]","[-2.0, 10.0]",[1.0],[8.0]
P010,22,B,1,problem1928,10% chance of 67; 90% chance of 6,99% chance of 13; 0.5% chance of 48; 0.25% chance of 46; 0.125% chance of 42; 0.125% chance of 34,"[0.1, 0.9]","[67.0, 6.0]","[0.99, 0.005, 0.0025, 0.00125, 0.00125]","[13.0, 48.0, 46.0, 42.0, 34.0]"
P010,23,B,1,problem13994,-10 for sure,75% chance of -32; 12.5% chance of 76; 12.5% chance of 78,[1.0],[-10.0],"[0.75, 0.125, 0.125]","[-32.0, 76.0, 78.0]"
P010,24,A,0,problem8701,1% chance of -25; 99% chance of 2,-7 for sure,"[0.01, 0.99]","[-25.0, 2.0]",[1.0],[-7.0]
P010,25,A,0,problem12045,40% chance of 36; 60% chance of 19,90% chance of 18; 1.25% chance of 18.5; 3.75% chance of 19.5; 3.75% chance of 20.5; 1.25% chance of 21.5,"[0.4, 0.6]","[36.0, 19.0]","[0.9, 0.0125, 0.0375, 0.0375, 0.0125]","[18.0, 18.5, 19.5, 20.5, 21.5]"
P010,26,B,1,problem3019,40% chance of -3; 30% chance of 52.5; 30% chance of 53.5,60% chance of 36; 40% chance of 18,"[0.4, 0.3, 0.3]","[-3.0, 52.5, 53.5]","[0.6, 0.4]","[36.0, 18.0]"
P010,27,A,0,problem10226,7 for sure,75% chance of -3; 12.5% chance of 17; 6.25% chance of 15; 3.125% chance of 11; 1.5625% chance of 3; 1.5625% chance of -13,[1.0],[7.0],"[0.75, 0.125, 0.0625, 0.03125, 0.015625, 0.015625]","[-3.0, 17.0, 15.0, 11.0, 3.0, -13.0]"
P010,28,B,1,problem1444,50% chance of 52; 50% chance of -48,95% chance of 7; 0.03906% chance of 76.5; 0.27344% chance of 77.5; 0.82031% chance of 78.5; 1.36719% chance of 79.5; 1.36719% chance of 80.5; 0.82031% chance of 81.5; 0.27344% chance of 82.5; 0.03906% chance of 83.5,"[0.5, 0.5]","[52.0, -48.0]","[0.95, 0.00039059999999999995, 0.0027344, 0.0082031, 0.013671899999999999, 0.013671899999999999, 0.0082031, 0.0027344, 0.00039059999999999995]","[7.0, 76.5, 77.5, 78.5, 79.5, 80.5, 81.5, 82.5, 83.5]"
P010,29,B,1,problem1555,90% chance of -14; 10% chance of 92,0 for sure,"[0.9, 0.1]","[-14.0, 92.0]",[1.0],[0.0]
P010,30,B,1,problem10480,40% chance of 21; 60% chance of 18,5% chance of 24; 47.5% chance of 36; 23.75% chance of 34; 11.875% chance of 30; 5.9375% chance of 22; 5.9375% chance of 6,"[0.4, 0.6]","[21.0, 18.0]","[0.05, 0.475, 0.2375, 0.11875, 0.059375, 0.059375]","[24.0, 36.0, 34.0, 30.0, 22.0, 6.0]"
P010,31,A,0,problem11370,60% chance of -15; 0.3125% chance of 25.5; 2.1875% chance of 26.5; 6.5625% chance of 27.5; 10.9375% chance of 28.5; 10.9375% chance of 29.5; 6.5625% chance of 30.5; 2.1875% chance of 31.5; 0.3125% chance of 32.5,75% chance of 13; 25% chance of -39,"[0.6, 0.003125, 0.021875, 0.065625, 0.109375, 0.109375, 0.065625, 0.021875, 0.003125]","[-15.0, 25.5, 26.5, 27.5, 28.5, 29.5, 30.5, 31.5, 32.5]","[0.75, 0.25]","[13.0, -39.0]"
P010,32,A,0,problem11959,23 for sure,25% chance of -17; 75% chance of 39,[1.0],[23.0],"[0.25, 0.75]","[-17.0, 39.0]"
P010,33,A,0,problem11663,10% chance of -13; 45% chance of 17; 45% chance of 19,13 for sure,"[0.1, 0.45, 0.45]","[-13.0, 17.0, 19.0]",[1.0],[13.0]
P010,34,B,1,problem12182,27 for sure,90% chance of 25; 10% chance of 92,[1.0],[27.0],"[0.9, 0.1]","[25.0, 92.0]"
P010,35,B,1,problem2362,90% chance of 35; 5% chance of 40.5; 5% chance of 41.5,5% chance of 66; 95% chance of 26,"[0.9, 0.05, 0.05]","[35.0, 40.5, 41.5]","[0.05, 0.95]","[66.0, 26.0]"
P010,36,A,0,problem3367,40% chance of 3; 30% chance of 41.5; 30% chance of 42.5,40% chance of 96; 60% chance of -17,"[0.4, 0.3, 0.3]","[3.0, 41.5, 42.5]","[0.4, 0.6]","[96.0, -17.0]"
P010,37,B,1,problem14363,1% chance of 80; 99% chance of 8,90% chance of 9; 10% chance of 18,"[0.01, 0.99]","[80.0, 8.0]","[0.9, 0.1]","[9.0, 18.0]"
P010,38,B,1,problem9077,15 for sure,10% chance of -26; 45% chance of 21; 22.5% chance of 23; 11.25% chance of 27; 5.625% chance of 35; 2.8125% chance of 51; 2.8125% chance of 83,[1.0],[15.0],"[0.1, 0.45, 0.225, 0.1125, 0.05625, 0.028125, 0.028125]","[-26.0, 21.0, 23.0, 27.0, 35.0, 51.0, 83.0]"
P010,39,A,0,problem10716,60% chance of -1; 20% chance of 61; 10% chance of 63; 10% chance of 67,23 for sure,"[0.6, 0.2, 0.1, 0.1]","[-1.0, 61.0, 63.0, 67.0]",[1.0],[23.0]
P010,40,B,1,problem5222,20% chance of -24; 80% chance of 24,20% chance of 48; 80% chance of 17,"[0.2, 0.8]","[-24.0, 24.0]","[0.2, 0.8]","[48.0, 17.0]"
P011,1,B,1,problem5704,5% chance of 47; 95% chance of 4,40% chance of -18; 7.5% chance of 25.5; 22.5% chance of 26.5; 22.5% chance of 27.5; 7.5% chance of 28.5,"[0.05, 0.95]","[47.0, 4.0]","[0.4, 0.075, 0.225, 0.225, 0.075]","[-18.0, 25.5, 26.5, 27.5, 28.5]"
P011,2,B,1,problem9828,90% chance of 16; 5% chance of 63; 2.5% chance of 61; 1.25% chance of 57; 0.625% chance of 49; 0.3125% chance of 33; 0.3125% chance of 1,26 for sure,"[0.9, 0.05, 0.025, 0.0125, 0.00625, 0.003125, 0.003125]","[16.0, 63.0, 61.0, 57.0, 49.0, 33.0, 1.0]",[1.0],[26.0]
