row_id,Problem,Feedback,n,Block,Ha,pHa,La,Hb,pHb,Lb,LotShapeB,LotNumB,Amb,Corr,bRate,bRate_std,lottery_A,lottery_B,ev_A,ev_B,sd_A,sd_B,min_A,min_B,max_A,max_B,n_outcomes_A,n_outcomes_B,majority_choice
1071,877,False,17,1,43,0.4,-44,-9,1.0,-9,2,8,False,0,0.5294117647058822,0.3670229997601529,40% chance of $43; 60% chance of -$44,50% chance of -$16; 25% chance of -$14; 12.5% chance of -$10; 6.25% chance of -$2; 3.125% chance of $14; 1.562% chance of $46; 0.781% chance of $110; 0.781% chance of $238,-9.2,-9.0,42.621121524427295,26.1725046566048,-44.0,-16.0,43.0,238.0,2,8,B
1073,879,False,17,1,54,0.01,5,64,0.01,-2,0,1,False,0,0.188235294117647,0.2869720215917757,1% chance of $54; 99% chance of $5,99% chance of -$2; 1% chance of $64,5.49,-1.3399999999999999,4.875438441822438,6.566917084903692,5.0,-2.0,54.0,64.0,2,2,A
1075,880,False,16,1,24,1.0,24,21,0.99,-7,2,4,False,0,0.3375,0.4177319714841085,$24 for sure,1% chance of -$7; 49.5% chance of $18; 24.75% chance of $20; 12.375% chance of $24; 12.375% chance of $32,24.0,20.72,0.0,5.343369723311312,24.0,-7.0,24.0,32.0,1,5,A
1077,881,False,16,1,17,1.0,17,25,0.8,-39,1,6,False,0,0.3375,0.4112987559751022,$17 for sure,20% chance of -$39; 2.5% chance of $22.5; 12.5% chance of $23.5; 25% chance of $24.5; 25% chance of $25.5; 12.5% chance of $26.5; 2.5% chance of $27.5,17.0,12.200000000000003,0.0,25.61952380509833,17.0,-39.0,17.0,27.5,1,7,A
1078,882,False,16,1,10,1.0,10,35,0.25,3,3,2,False,0,0.2250000000000001,0.262043253427114,$10 for sure,75% chance of $3; 12.5% chance of $36; 12.5% chance of $34,10.0,11.0,0.0,13.865424623862047,10.0,3.0,10.0,36.0,1,3,A
1081,884,False,16,1,82,0.01,11,17,0.9,-42,2,2,False,0,0.275,0.3255764119219941,1% chance of $82; 99% chance of $11,10% chance of -$42; 45% chance of $16; 45% chance of $18,11.71,11.100000000000001,7.064410803457001,17.725405496066937,11.0,-42.0,82.0,18.0,2,3,A
1085,886,False,31,1,27,1.0,27,38,0.25,19,0,1,False,0,0.4451612903225807,0.3888776240047927,$27 for sure,75% chance of $19; 25% chance of $38,27.0,23.75,0.0,8.227241335952167,27.0,19.0,27.0,38.0,1,2,A
1090,890,False,16,1,3,0.2,-6,40,0.2,-7,0,1,False,0,0.6874999999999999,0.3792536530256938,20% chance of $3; 80% chance of -$6,80% chance of -$7; 20% chance of $40,-4.200000000000001,2.3999999999999995,3.6,18.8,-6.0,-7.0,3.0,40.0,2,2,B
1092,891,False,16,1,24,0.5,-44,5,0.05,-2,0,1,False,0,0.6125,0.3138470965295043,50% chance of $24; 50% chance of -$44,95% chance of -$2; 5% chance of $5,-10.0,-1.65,34.0,1.525614630239236,-44.0,-2.0,24.0,5.0,2,2,B
1094,892,False,16,1,71,0.01,16,21,0.6,6,0,1,False,0,0.4375,0.4209117088733297,1% chance of $71; 99% chance of $16,40% chance of $6; 60% chance of $21,16.55,15.0,5.47243090408641,7.3484692283495345,16.0,6.0,71.0,21.0,2,2,A
1101,898,False,16,1,12,1.0,12,50,0.2,1,1,6,False,0,0.425,0.3415650255319866,$12 for sure,80% chance of $1; 0.625% chance of $47.5; 3.125% chance of $48.5; 6.25% chance of $49.5; 6.25% chance of $50.5; 3.125% chance of $51.5; 0.625% chance of $52.5,12.0,10.8,0.0,19.60637651377735,12.0,1.0,12.0,52.5,1,7,A
1102,899,False,16,1,23,1.0,23,44,0.01,13,1,8,False,0,0.2875,0.393064880140671,$23 for sure,99% chance of $13; 0.008% chance of $40.5; 0.055% chance of $41.5; 0.164% chance of $42.5; 0.273% chance of $43.5; 0.273% chance of $44.5; 0.164% chance of $45.5; 0.055% chance of $46.5; 0.008% chance of $47.5,23.0,13.309999999999997,0.0,3.0872965520014435,23.0,13.0,23.0,47.5,1,9,A
1112,909,False,16,1,-2,0.75,-19,108,0.1,-4,0,1,False,0,0.925,0.1770122406313567,75% chance of -$2; 25% chance of -$19,90% chance of -$4; 10% chance of $108,-6.25,7.200000000000001,7.361215932167728,33.6,-19.0,-4.0,-2.0,108.0,2,2,B
1118,914,False,16,1,6,1.0,6,32,0.6,-38,1,4,False,0,0.525,0.3642343567906062,$6 for sure,40% chance of -$38; 7.5% chance of $30.5; 22.5% chance of $31.5; 22.5% chance of $32.5; 7.5% chance of $33.5,6.0,3.999999999999999,0.0,34.299416904664724,6.0,-38.0,6.0,33.5,1,5,B
1121,917,False,16,1,7,0.5,-15,30,0.5,-28,0,1,False,-1,0.7624999999999998,0.3283798613394758,50% chance of $7; 50% chance of -$15,50% chance of -$28; 50% chance of $30,-4.0,1.0,11.0,29.0,-15.0,-28.0,7.0,30.0,2,2,B
1128,923,False,16,1,5,1.0,5,1,0.95,-5,1,6,False,0,0.2125,0.3537890143385838,$5 for sure,5% chance of -$5; 2.969% chance of -$1.5; 14.844% chance of -$0.5; 29.688% chance of $0.5; 29.688% chance of $1.5; 14.844% chance of $2.5; 2.969% chance of $3.5,5.0,0.6999999999999997,0.0,1.7022044530549205,5.0,-5.0,5.0,3.5,1,7,A
1131,926,False,16,1,23,1.0,23,42,0.1,16,0,1,False,0,0.3,0.3425395354310701,$23 for sure,90% chance of $16; 10% chance of $42,23.0,18.6,0.0,7.8,23.0,16.0,23.0,42.0,1,2,A
1138,933,False,16,1,118,0.01,18,37,0.05,19,1,4,False,0,0.4125,0.3685557397915997,1% chance of $118; 99% chance of $18,95% chance of $19; 0.625% chance of $35.5; 1.875% chance of $36.5; 1.875% chance of $37.5; 0.625% chance of $38.5,19.0,19.900000000000002,9.9498743710662,3.9277856356985676,18.0,19.0,118.0,38.5,2,5,A
1144,938,False,16,1,102,0.4,-18,30,1.0,30,1,2,False,0,0.6249999999999999,0.3492849839314596,40% chance of $102; 60% chance of -$18,50% chance of $29.5; 50% chance of $30.5,30.000000000000007,30.0,58.787753826796276,0.5,-18.0,29.5,102.0,30.5,2,2,B
1147,940,False,16,1,7,1.0,7,-2,0.01,-3,0,1,False,0,0.325,0.3568379650952703,$7 for sure,99% chance of -$3; 1% chance of -$2,7.0,-2.9899999999999998,0.0,0.099498743710662,7.0,-3.0,7.0,-2.0,1,2,A
1151,943,False,16,1,25,0.4,-2,65,0.2,-4,1,6,False,0,0.325,0.3336665001664586,40% chance of $25; 60% chance of -$2,80% chance of -$4; 0.625% chance of $62.5; 3.125% chance of $63.5; 6.25% chance of $64.5; 6.25% chance of $65.5; 3.125% chance of $66.5; 0.625% chance of $67.5,8.8,9.8,13.227244611029162,27.604528613979266,-2.0,-4.0,25.0,67.5,2,7,A
1153,944,False,16,1,14,0.4,-14,65,0.25,-22,1,4,False,0,0.4625,0.3480900266693469,40% chance of $14; 60% chance of -$14,75% chance of -$22; 3.125% chance of $63.5; 9.375% chance of $64.5; 9.375% chance of $65.5; 3.125% chance of $66.5,-2.8,-0.25,13.717142559585797,37.6745935611786,-14.0,-22.0,14.0,66.5,2,5,A
1155,945,False,16,1,27,0.99,-38,31,0.95,14,0,1,False,0,0.7625,0.3593976442141304,99% chance of $27; 1% chance of -$38,5% chance of $14; 95% chance of $31,26.35,30.15,6.467418341193032,3.705064102009574,-38.0,14.0,27.0,31.0,2,2,B
1159,948,False,16,1,72,0.25,12,57,0.1,19,0,1,False,0,0.275,0.2620432534271139,25% chance of $72; 75% chance of $12,90% chance of $19; 10% chance of $57,27.0,22.8,25.98076211353316,11.4,12.0,19.0,72.0,57.0,2,2,A
1161,950,False,16,1,16,0.6,9,35,0.4,0,0,1,False,0,0.3750000000000001,0.3255764119219941,60% chance of $16; 40% chance of $9,60% chance of $0; 40% chance of $35,13.2,14.0,3.4292856398964493,17.146428199482248,9.0,0.0,16.0,35.0,2,2,A
1170,958,False,19,1,6,1.0,6,14,0.05,1,3,5,False,0,0.3894736842105264,0.4135143915836347,$6 for sure,95% chance of $1; 2.5% chance of $18; 1.25% chance of $16; 0.625% chance of $12; 0.312% chance of $4; 0.313% chance of -$12,6.0,1.6499999999999995,0.0,3.30567693521312,6.0,-12.0,6.0,18.0,1,6,A
1173,960,False,18,1,28,1.0,28,101,0.1,19,0,1,False,0,0.5222222222222223,0.4008161608159554,$28 for sure,90% chance of $19; 10% chance of $101,28.0,27.200000000000003,0.0,24.6,28.0,19.0,28.0,101.0,1,2,B
1183,968,False,15,1,10,0.99,-10,80,0.2,-6,1,4,False,0,0.3733333333333333,0.4333699618219101,99% chance of $10; 1% chance of -$10,80% chance of -$6; 2.5% chance of $78.5; 7.5% chance of $79.5; 7.5% chance of $80.5; 2.5% chance of $81.5,9.8,11.200000000000001,1.9899748742132408,34.4021801634722,-10.0,-6.0,10.0,81.5,2,5,A
1188,972,False,16,1,46,0.1,0,34,0.4,-24,0,1,False,0,0.2375,0.3593976442141304,10% chance of $46; 90% chance of $0,60% chance of -$24; 40% chance of $34,4.6000000000000005,-0.7999999999999972,13.8,28.414081016284864,0.0,-24.0,46.0,34.0,2,2,A
1196,979,False,16,1,1,1.0,1,35,0.5,-19,1,4,False,0,0.65,0.3540244812627134,$1 for sure,50% chance of -$19; 6.25% chance of $33.5; 18.75% chance of $34.5; 18.75% chance of $35.5; 6.25% chance of $36.5,1.0,8.0,0.0,27.006943551612796,1.0,-19.0,1.0,36.5,1,5,B
1202,984,False,16,1,31,0.05,18,27,0.01,22,2,2,False,0,0.775,0.3255764119219941,5% chance of $31; 95% chance of $18,99% chance of $22; 0.5% chance of $26; 0.5% chance of $28,18.65,22.05,2.8332843133014376,0.507444578254613,18.0,22.0,31.0,28.0,2,3,B
1206,987,False,16,1,11,0.95,-3,10,1.0,10,0,1,False,0,0.7875,0.2578759391645525,95% chance of $11; 5% chance of -$3,$10 for sure,10.299999999999999,10.0,3.0512292604784728,0.0,-3.0,10.0,11.0,10.0,2,1,B
1208,989,False,33,1,34,0.25,11,114,0.1,10,1,6,False,0,0.5393939393939395,0.4107458109489629,25% chance of $34; 75% chance of $11,90% chance of $10; 0.312% chance of $111.5; 1.562% chance of $112.5; 3.125% chance of $113.5; 3.125% chance of $114.5; 1.562% chance of $115.5; 0.312% chance of $116.5,16.75,20.4,9.959292143521045,31.202003140824146,11.0,10.0,34.0,116.5,2,7,B
1211,991,False,16,1,2,1.0,2,11,0.01,5,0,1,False,0,0.8625,0.2895398648430529,$2 for sure,99% chance of $5; 1% chance of $11,2.0,5.0600000000000005,0.0,0.596992462263972,2.0,5.0,2.0,11.0,1,2,B
1227,1005,False,16,1,11,1.0,11,21,0.9,-18,0,1,False,0,0.5874999999999999,0.4349329450233296,$11 for sure,10% chance of -$18; 90% chance of $21,11.0,17.1,0.0,11.699999999999998,11.0,-18.0,11.0,21.0,1,2,B
1238,1015,False,16,1,-9,0.8,-10,2,0.2,-14,1,8,False,0,0.825,0.2909753712372692,80% chance of -$9; 20% chance of -$10,80% chance of -$14; 0.156% chance of -$1.5; 1.094% chance of -$0.5; 3.281% chance of $0.5; 5.469% chance of $1.5; 5.469% chance of $2.5; 3.281% chance of $3.5; 1.094% chance of $4.5; 0.156% chance of $5.5,-9.2,-10.8,0.39999999999999997,6.427285585688565,-10.0,-14.0,-9.0,5.5,2,9,B
1240,1016,False,16,1,49,0.1,-1,-1,0.4,-8,0,1,False,0,0.05,0.1154700538379251,10% chance of $49; 90% chance of -$1,60% chance of -$8; 40% chance of -$1,4.0,-5.2,15.0,3.4292856398964493,-1.0,-8.0,49.0,-1.0,2,2,A
1242,1017,False,16,1,38,0.2,-2,97,0.2,-13,0,1,False,-1,0.575,0.3991657967979388,20% chance of $38; 80% chance of -$2,80% chance of -$13; 20% chance of $97,6.0,9.000000000000002,16.0,44.0,-2.0,-13.0,38.0,97.0,2,2,B
1249,1023,False,16,1,17,1.0,17,35,0.6,2,0,1,False,0,0.7000000000000001,0.3183289703016886,$17 for sure,40% chance of $2; 60% chance of $35,17.0,21.8,0.0,16.166632302368974,17.0,2.0,17.0,35.0,1,2,B
1251,1025,False,16,1,19,1.0,19,12,0.95,-25,2,3,False,0,0.3,0.3502380143083653,$19 for sure,5% chance of -$25; 47.5% chance of $10; 23.75% chance of $12; 23.75% chance of $16,19.0,10.149999999999999,0.0,8.409964328105087,19.0,-25.0,19.0,16.0,1,4,A
1252,1026,False,16,1,18,1.0,18,38,0.2,13,1,4,False,0,0.6375,0.3593976442141304,$18 for sure,80% chance of $13; 2.5% chance of $36.5; 7.5% chance of $37.5; 7.5% chance of $38.5; 2.5% chance of $39.5,18.0,18.0,0.0,10.007497189607399,18.0,13.0,18.0,39.5,1,5,B
1253,1027,False,16,1,-7,0.05,-10,-1,0.4,-12,0,1,False,0,0.6125000000000002,0.3612478373637689,5% chance of -$7; 95% chance of -$10,60% chance of -$12; 40% chance of -$1,-9.85,-7.6,0.653834841531101,5.388877434122992,-10.0,-12.0,-7.0,-1.0,2,2,B
1258,1032,False,16,1,12,1.0,12,6,0.9,3,0,1,False,0,0.25,0.3540244812627134,$12 for sure,10% chance of $3; 90% chance of $6,12.0,5.7,0.0,0.8999999999999999,12.0,3.0,12.0,6.0,1,2,A
1264,1038,False,16,1,51,0.2,16,31,0.8,17,0,1,False,1,0.4625,0.3981205847478877,20% chance of $51; 80% chance of $16,20% chance of $17; 80% chance of $31,23.0,28.2,14.0,5.6,16.0,17.0,51.0,31.0,2,2,A
1265,1039,False,16,1,8,1.0,8,12,0.6,-13,0,1,False,0,0.15,0.2683281572999748,$8 for sure,40% chance of -$13; 60% chance of $12,8.0,1.9999999999999991,0.0,12.24744871391589,8.0,-13.0,8.0,12.0,1,2,A
1274,1048,False,16,1,11,1.0,11,58,0.1,10,1,2,False,0,0.8250000000000001,0.3087609647175843,$11 for sure,90% chance of $10; 5% chance of $57.5; 5% chance of $58.5,11.0,14.8,0.0,14.40086802939323,11.0,10.0,11.0,58.5,1,3,B
1276,1050,False,16,1,2,1.0,2,-1,0.4,-6,0,1,False,0,0.0,0.0,$2 for sure,60% chance of -$6; 40% chance of -$1,2.0,-3.9999999999999996,0.0,2.449489742783178,2.0,-6.0,2.0,-1.0,1,2,A
1281,1055,False,16,1,26,0.2,10,42,0.25,-10,0,1,False,0,0.075,0.161245154965971,20% chance of $26; 80% chance of $10,75% chance of -$10; 25% chance of $42,13.2,3.0,6.4,22.516660498395403,10.0,-10.0,26.0,42.0,2,2,A
1285,1057,False,16,1,-5,1.0,-5,-6,0.99,-24,0,1,False,0,0.225,0.3568379650952703,-$5 for sure,1% chance of -$24; 99% chance of -$6,-5.0,-6.18,0.0,1.7909773867919168,-5.0,-24.0,-5.0,-6.0,1,2,A
1288,1059,False,16,1,7,1.0,7,101,0.1,-1,2,3,False,0,0.4125,0.4031128874149276,$7 for sure,90% chance of -$1; 5% chance of $99; 2.5% chance of $101; 2.5% chance of $105,7.0,9.199999999999996,0.0,30.60980235153438,7.0,-1.0,7.0,105.0,1,4,A
1291,1061,False,16,1,30,1.0,30,74,0.4,1,0,1,False,0,0.3999999999999999,0.3346640106136302,$30 for sure,60% chance of $1; 40% chance of $74,30.0,30.200000000000003,0.0,35.7625502446344,30.0,1.0,30.0,74.0,1,2,A
1293,1063,False,16,1,23,1.0,23,47,0.75,-24,1,2,False,0,0.525,0.3855731664245668,$23 for sure,25% chance of -$24; 37.5% chance of $46.5; 37.5% chance of $47.5,23.0,29.25,0.0,30.74695106835798,23.0,-24.0,23.0,47.5,1,3,B
1296,1065,False,16,1,9,1.0,9,52,0.05,9,0,1,False,0,0.7875,0.2963668897386031,$9 for sure,95% chance of $9; 5% chance of $52,9.0,11.149999999999999,0.0,9.371632728612449,9.0,9.0,9.0,52.0,1,2,B
1298,1067,False,16,1,4,0.5,-14,-5,1.0,-5,0,1,False,0,0.5375,0.3480900266693469,50% chance of $4; 50% chance of -$14,-$5 for sure,-5.0,-5.0,9.0,0.0,-14.0,-5.0,4.0,-5.0,2,1,B
1303,1070,False,16,1,5,1.0,5,5,1.0,5,2,5,False,0,0.4625,0.3774917217635376,$5 for sure,50% chance of $1; 25% chance of $3; 12.5% chance of $7; 6.25% chance of $15; 6.25% chance of $31,5.0,5.0,0.0,7.615773105863909,5.0,1.0,5.0,31.0,1,5,A
1307,1073,False,16,1,33,0.2,-20,2,0.2,-16,0,1,False,0,0.325,0.3336665001664586,20% chance of $33; 80% chance of -$20,80% chance of -$16; 20% chance of $2,-9.399999999999999,-12.4,21.200000000000003,7.2,-20.0,-16.0,33.0,2.0,2,2,A
1310,1075,False,15,1,19,0.9,-25,97,0.05,20,1,4,False,0,0.9066666666666666,0.1486446705914413,90% chance of $19; 10% chance of -$25,95% chance of $20; 0.625% chance of $95.5; 1.875% chance of $96.5; 1.875% chance of $97.5; 0.625% chance of $98.5,14.600000000000001,23.85,13.199999999999998,16.78287817985938,-25.0,20.0,19.0,98.5,2,5,B
1313,1077,False,15,1,10,1.0,10,13,0.05,2,0,1,False,0,0.1866666666666666,0.2972893411828826,$10 for sure,95% chance of $2; 5% chance of $13,10.0,2.55,0.0,2.3973944189473704,10.0,2.0,10.0,13.0,1,2,A
1314,1078,False,15,1,105,0.25,-28,45,0.1,7,1,2,False,0,0.68,0.3189267717114474,25% chance of $105; 75% chance of -$28,90% chance of $7; 5% chance of $44.5; 5% chance of $45.5,5.25,10.8,57.59068935166517,11.401096438500993,-28.0,7.0,105.0,45.5,2,3,B
1316,1079,False,15,1,45,0.01,6,26,0.4,-1,1,6,False,-1,0.5333333333333333,0.3829708431025353,1% chance of $45; 99% chance of $6,60% chance of -$1; 1.25% chance of $23.5; 6.25% chance of $24.5; 12.5% chance of $25.5; 12.5% chance of $26.5; 6.25% chance of $27.5; 1.25% chance of $28.5,6.39,9.800000000000002,3.880451004715818,13.246131510746828,6.0,-1.0,45.0,28.5,2,7,B
1320,1082,False,17,1,28,1.0,28,32,0.9,27,0,1,False,0,0.6470588235294118,0.4155081934493343,$28 for sure,10% chance of $27; 90% chance of $32,28.0,31.5,0.0,1.4999999999999998,28.0,27.0,28.0,32.0,1,2,B
1324,1085,False,17,1,-3,1.0,-3,66,0.01,1,2,7,False,0,0.8941176470588235,0.1748949264390412,-$3 for sure,99% chance of $1; 0.5% chance of $60; 0.25% chance of $62; 0.125% chance of $66; 0.062% chance of $74; 0.031% chance of $90; 0.016% chance of $122; 0.016% chance of $186,-3.0,1.6500000000000075,0.0,6.708762926203411,-3.0,1.0,-3.0,186.0,1,8,B
1326,1086,False,17,1,-6,1.0,-6,3,0.1,-5,0,1,False,0,0.8352941176470587,0.2849148479602901,-$6 for sure,90% chance of -$5; 10% chance of $3,-6.0,-4.2,0.0,2.4000000000000004,-6.0,-5.0,-6.0,3.0,1,2,B
1327,1087,False,17,1,30,0.6,23,42,0.95,31,0,1,False,0,0.5647058823529411,0.3823303160726799,60% chance of $30; 40% chance of $23,5% chance of $31; 95% chance of $42,27.200000000000003,41.45,3.4292856398964497,2.3973944189473713,23.0,31.0,30.0,42.0,2,2,B
1333,1092,False,16,1,-2,1.0,-2,1,0.99,0,2,4,False,0,0.8000000000000002,0.2633122354417533,-$2 for sure,1% chance of $0; 49.5% chance of -$2; 24.75% chance of $0; 12.375% chance of $4; 12.375% chance of $12,-2.0,0.9900000000000001,0.0,4.560690737158134,-2.0,-2.0,-2.0,12.0,1,5,B
1336,1095,False,16,1,13,1.0,13,24,0.6,0,0,1,False,0,0.425,0.3415650255319866,$13 for sure,40% chance of $0; 60% chance of $24,13.0,14.399999999999999,0.0,11.757550765359255,13.0,0.0,13.0,24.0,1,2,A
1338,1096,False,16,1,21,1.0,21,25,0.6,11,0,1,False,0,0.6000000000000001,0.4,$21 for sure,40% chance of $11; 60% chance of $25,21.0,19.4,0.0,6.858571279792899,21.0,11.0,21.0,25.0,1,2,B
1339,1097,False,16,1,26,1.0,26,30,0.99,29,0,1,False,0,0.7625000000000001,0.3518996068956789,$26 for sure,1% chance of $29; 99% chance of $30,26.0,29.99,0.0,0.09949874371066204,26.0,29.0,26.0,30.0,1,2,B
1344,1102,False,16,1,86,0.05,13,15,0.9,14,0,1,False,0,0.3875,0.4031128874149274,5% chance of $86; 95% chance of $13,10% chance of $14; 90% chance of $15,16.65,14.9,15.909981143923456,0.3,13.0,14.0,86.0,15.0,2,2,A
1352,1109,False,16,1,21,1.0,21,37,0.5,11,2,4,False,0,0.6000000000000001,0.3651483716701107,$21 for sure,50% chance of $11; 25% chance of $34; 12.5% chance of $36; 6.25% chance of $40; 6.25% chance of $48,21.0,24.0,0.0,13.397761006974262,21.0,11.0,21.0,48.0,1,5,B
1353,1110,False,16,1,24,1.0,24,32,0.99,-22,0,1,False,0,0.5875,0.4096746676734276,$24 for sure,1% chance of -$22; 99% chance of $32,24.0,31.46,0.0,5.3729321603757505,24.0,-22.0,24.0,32.0,1,2,B
1356,1113,False,16,1,-10,1.0,-10,-10,1.0,-10,2,7,False,0,0.6375000000000001,0.4014556845614054,-$10 for sure,50% chance of -$16; 25% chance of -$14; 12.5% chance of -$10; 6.25% chance of -$2; 3.125% chance of $14; 1.562% chance of $46; 1.562% chance of $110,-10.0,-10.0,0.0,17.832554500127006,-10.0,-16.0,-10.0,110.0,1,7,B
1359,1116,False,16,1,56,0.01,19,19,1.0,19,0,1,False,0,0.1875,0.3052321520853704,1% chance of $56; 99% chance of $19,$19 for sure,19.369999999999997,19.0,3.6814535172944938,0.0,19.0,19.0,56.0,19.0,2,1,A
1363,1119,False,16,1,76,0.4,-32,33,0.25,-1,0,1,False,0,0.5375000000000001,0.3556683848755748,40% chance of $76; 60% chance of -$32,75% chance of -$1; 25% chance of $33,11.200000000000003,7.5,52.90897844411665,14.722431864335457,-32.0,-1.0,76.0,33.0,2,2,B
1371,1126,False,16,1,27,0.4,-15,113,0.05,3,0,1,False,0,0.775,0.2909753712372692,40% chance of $27; 60% chance of -$15,95% chance of $3; 5% chance of $113,1.8000000000000007,8.5,20.575713839378697,23.973944189473706,-15.0,3.0,27.0,113.0,2,2,B
1379,1133,False,16,1,12,1.0,12,104,0.1,-4,1,4,False,0,0.4500000000000001,0.3759432581299117,$12 for sure,90% chance of -$4; 1.25% chance of $102.5; 3.75% chance of $103.5; 3.75% chance of $104.5; 1.25% chance of $105.5,12.0,6.800000000000003,0.0,32.40115738673544,12.0,-4.0,12.0,105.5,1,5,A
1381,1134,False,16,1,26,1.0,26,50,0.1,19,1,6,False,0,0.475,0.443471156521669,$26 for sure,90% chance of $19; 0.312% chance of $47.5; 1.562% chance of $48.5; 3.125% chance of $49.5; 3.125% chance of $50.5; 1.562% chance of $51.5; 0.312% chance of $52.5,26.0,22.1,0.0,9.306718003678847,26.0,19.0,26.0,52.5,1,7,A
1384,1136,False,16,1,-8,0.95,-19,59,0.1,-12,0,1,False,-1,0.7875,0.3304037933599835,95% chance of -$8; 5% chance of -$19,90% chance of -$12; 10% chance of $59,-8.55,-4.9,2.3973944189473713,21.3,-19.0,-12.0,-8.0,59.0,2,2,B
1392,1144,False,17,1,-4,1.0,-4,20,0.4,-12,1,6,False,0,0.7647058823529412,0.2935582916359803,-$4 for sure,60% chance of -$12; 1.25% chance of $17.5; 6.25% chance of $18.5; 12.5% chance of $19.5; 12.5% chance of $20.5; 6.25% chance of $21.5; 1.25% chance of $22.5,-4.0,0.8,0.0,15.692673449734436,-4.0,-12.0,-4.0,22.5,1,7,B
1399,1150,False,17,1,1,1.0,1,75,0.05,-3,0,1,False,0,0.3411764705882353,0.392203428607865,$1 for sure,95% chance of -$3; 5% chance of $75,1.0,0.9000000000000004,0.0,16.999705879808626,1.0,-3.0,1.0,75.0,1,2,A
1402,1152,False,17,1,21,1.0,21,28,0.1,25,0,1,False,0,0.6705882352941177,0.3933266865506855,$21 for sure,90% chance of $25; 10% chance of $28,21.0,25.3,0.0,0.9,21.0,25.0,21.0,28.0,1,2,B
1403,1153,False,17,1,-6,1.0,-6,51,0.1,-12,0,1,False,0,0.6235294117647058,0.3152963125472329,-$6 for sure,90% chance of -$12; 10% chance of $51,-6.0,-5.7,0.0,18.900000000000002,-6.0,-12.0,-6.0,51.0,1,2,B
1407,1156,False,16,1,27,0.25,12,8,0.75,-3,0,1,False,0,0.0375,0.1087811258138714,25% chance of $27; 75% chance of $12,25% chance of -$3; 75% chance of $8,15.75,5.25,6.49519052838329,4.763139720814412,12.0,-3.0,27.0,8.0,2,2,A
1409,1157,False,16,1,-7,1.0,-7,1,0.75,-17,0,1,False,0,0.7125000000000001,0.35,-$7 for sure,25% chance of -$17; 75% chance of $1,-7.0,-3.5,0.0,7.794228634059948,-7.0,-17.0,-7.0,1.0,1,2,B
1412,1160,False,16,1,9,1.0,9,16,0.2,1,0,1,False,0,0.2875,0.2825479310370779,$9 for sure,80% chance of $1; 20% chance of $16,9.0,4.0,0.0,6.0,9.0,1.0,9.0,16.0,1,2,A
1415,1162,False,16,1,16,0.75,-29,72,0.05,1,0,1,False,0,0.6749999999999998,0.2294921930407801,75% chance of $16; 25% chance of -$29,95% chance of $1; 5% chance of $72,4.75,4.55,19.48557158514987,15.474091249569392,-29.0,1.0,16.0,72.0,2,2,B
1430,1176,False,16,1,29,1.0,29,71,0.25,14,0,1,False,0,0.55,0.3759432581299116,$29 for sure,75% chance of $14; 25% chance of $71,29.0,28.25,0.0,24.681724007856502,29.0,14.0,29.0,71.0,1,2,B
1433,1179,False,16,1,12,1.0,12,10,0.6,4,1,2,False,0,0.1375,0.2704933763822446,$12 for sure,40% chance of $4; 30% chance of $9.5; 30% chance of $10.5,12.0,7.6,0.0,2.9647934160747185,12.0,4.0,12.0,10.5,1,3,A
1437,1182,False,16,1,24,0.99,6,25,0.75,5,0,1,False,0,0.275,0.3336665001664586,99% chance of $24; 1% chance of $6,25% chance of $5; 75% chance of $25,23.819999999999997,20.0,1.7909773867919168,8.660254037844387,6.0,5.0,24.0,25.0,2,2,A
1439,1184,False,16,1,0,0.6,-18,8,0.4,-28,2,8,False,0,0.7625,0.2848976424378879,60% chance of $0; 40% chance of -$18,60% chance of -$28; 20% chance of $1; 10% chance of $3; 5% chance of $7; 2.5% chance of $15; 1.25% chance of $31; 0.625% chance of $63; 0.312% chance of $127; 0.312% chance of $255,-7.2,-13.600000000000025,8.818163074019441,24.187600128991583,-18.0,-28.0,0.0,255.0,2,9,B
1446,1190,False,16,1,22,0.75,-29,13,0.6,-1,2,6,False,0,0.6625000000000001,0.3556683848755747,75% chance of $22; 25% chance of -$29,40% chance of -$1; 30% chance of $8; 15% chance of $10; 7.5% chance of $14; 3.75% chance of $22; 1.875% chance of $38; 1.875% chance of $70,9.25,7.400000000000002,22.083647796503186,11.473447607410778,-29.0,-1.0,22.0,70.0,2,7,B
1448,1191,False,16,1,30,1.0,30,87,0.5,-20,2,5,False,0,0.475,0.3642343567906062,$30 for sure,50% chance of -$20; 25% chance of $83; 12.5% chance of $85; 6.25% chance of $89; 3.125% chance of $97; 3.125% chance of $113,30.0,33.5,0.0,53.77034498680476,30.0,-20.0,30.0,113.0,1,6,A
1451,1193,False,16,1,52,0.6,-5,29,0.1,25,0,1,False,0,0.575,0.2816617356570348,60% chance of $52; 40% chance of -$5,90% chance of $25; 10% chance of $29,29.2,25.4,27.92418306772823,1.2000000000000002,-5.0,25.0,52.0,29.0,2,2,B
1453,1194,False,16,1,31,0.4,-29,6,0.4,-23,0,1,False,0,0.1875,0.2680174123696692,40% chance of $31; 60% chance of -$29,60% chance of -$23; 40% chance of $6,-4.999999999999998,-11.399999999999999,29.393876913398138,14.207040508142432,-29.0,-23.0,31.0,6.0,2,2,A
